nm9423081&Willie Aames&1960
nm9425616&Sessue Hayakawa&1889
nm9425617&Harry Hayden&1884
nm9425618&Linda Hayden&1951
nm9425619&Russell Hayden&1912
nm9425620&Sterling Hayden&1916
nm9425621&Richard Haydn&1905
nm9425622&Julie Haydon&
nm9425623&Helen Haye&1874
nm9425624&Allison Hayes&1930
nm9425625&Gabby Hayes&1885
nm9425626&Helen Hayes&1900
nm9425627&Margaret Hayes&1915
nm9425628&Melvyn Hayes&1935
nm9425629&Peter Lind Hayes&
nm9425630&Dick Haymes&1916
nm9425631&Linda Haynes&
nm9425632&Robert Hays&1948
nm9425633&Joan Haythorne&1915
nm9425634&Louis Hayward&1909
nm9425635&Susan Hayward&1918
nm9425636&Rita Hayworth&1918
nm9425637&Jonathan Haze&
nm9425638&Katherine Healy&
nm9425639&Joey Heatherton&1944
nm9425640&Eileen Heckart&1919
nm9425641&David Hedison&1926
nm9425642&Tippi Hedren&1935
nm9425643&Marta Heflin&
nm9425644&Van Heflin&1910
nm9425645&Michael Hegarty&
nm9425646&Julie Hegerty&
nm9425647&O.P. Heggie&1879
nm9425648&Elayne Heilveil&
nm9425649&Richard Hell&
nm9425650&Randee Heller&
nm9425651&Anne Helm&
nm9425652&Florence Helminger&
nm9425653&Katherine Helmond&1929
nm9425654&Tom Helmore&
nm9425655&Robert Helpmann&1909
nm9425656&Margaux Hemingway&1955
nm9425657&Albert Henderson&
nm9425658&Skitch Henderson&
nm9425659&Nancy Hendrickson&
nm9425660&Wanda Hendrix&1928
nm9425661&Janet Henfrey&
nm9425662&Sonja Henie&1912
nm9425663&Marilu Henner&
nm9425664&Eva Henning&1920
nm9425665&Pat Henning&
nm9425666&Paul Henreid&1907
nm9425667&Bobby Henrey&1939
nm9425668&Lance Henriksen&
nm9425669&Buck Henry&1930
nm9425670&Charlotte Henry&1913
nm9425671&Gregg Henry&
nm9425672&Mike Henry&1939
nm9425673&William Henry&1918
nm9425674&Pamela Hensley&
nm9425675&Gladys Henson&1897
nm9425676&Jim Henson&1936
nm9425677&Nicky Henson&
nm9425678&Leslie Henson&1891
nm9425679&Nicky Henson&1945
nm9425680&Audrey Hepburn&1929
nm9425681&Dee Hepburn&
nm9425682&Katherine Hepburn&1907
nm9425683&Holmes Herbert&1882
nm9425684&Hugh Herbert&1887
nm9425685&Percy Herbert&1925
nm9425686&Tim Herbert&
nm9425687&Richard Herd&
nm9425688&Eileen Herlie&1919
nm9425689&PeeWee Herman&
nm9425690&Woodie Herman&
nm9425691&Leila Hermosa&
nm9425692&Juano Hernandez&1896
nm9425693&Marcel Herrand&
nm9425694&Edward Herrmann&1943
nm9425695&Barbara Hershey&1948
nm9425696&Jean Hersholt&1886
nm9425697&Irene Hervey&1910
nm9425698&Arnold Hess~jr.&
nm9425699&Howard Hesseman&
nm9425700&Charlton Heston&1924
nm9425701&Christopher Hewett&
nm9425702&Martin Hewitt&
nm9425703&Louis Jean Heydt&1905
nm9425704&Anne Heywood&1931
nm9425705&Pat Heywood&1927
nm9425706&Geoffrey Hibbert&1922
nm9425707&William Hickey&1928
nm9425708&Bill Hickman&
nm9425709&Darryl Hickman&1931
nm9425710&Catherine Hicks&
nm9425711&Russell Hicks&1895
nm9425712&Seymour Hicks&1871
nm9425713&Joan Hickson&1906
nm9425714&Arthur Hill&1922
nm9425715&Benny Hill&1925
nm9425716&Dana Hill&
nm9425717&Howard Hill&1898
nm9425718&Marianna Hill&
nm9425719&Norman Hill&
nm9425720&Terence Hill&1941
nm9425721&Tommy Hill&
nm9425722&Wendy Hiller&1912
nm9425723&John Hillerman&1931
nm9425724&Harriet Hilliard&1914
nm9425725&Candace Hilligoss&
nm9425726&Warren Hillman&
nm9425727&Daisy Hilton&1908
nm9425728&Violet Hilton&1908
nm9425729&Art Hindle&1948
nm9425730&Samuel S. Hinds&1875
nm9425731&Gregory Hines&
nm9425732&Johnny Hines&1895
nm9425733&Maurice Hines&
nm9425734&Pat Hingle&1923
nm9425735&Patrick K. Hinses&
nm9425736&Darby Hinton&
nm9425737&Thora Hird&1913
nm9425738&Judd Hirsch&1936
nm9425739&Robert Hirsch&1929
nm9425740&Alfred Hitchcock&1899
nm9425741&Patricia Hitchcock&1928
nm9425742&Rose Hobart&1906
nm9425743&Halliwell Hobbes&1877
nm9425744&Jack Hobbs&1893
nm9425745&Valerie Hobson&1917
nm9425746&Patricia Hodge&1946
nm9425747&John Hodiak&1914
nm9425748&Dennis Hoey&1893
nm9425749&Michael Hodern&
nm9425750&Basil Hoffman&1941
nm9425751&Hulk Hogan&
nm9425752&Robert Hogan&
nm9425753&Paul Hogan&
nm9425754&Arthur Hohl&1889
nm9425755&Fred Holbert&
nm9425756&Hal Holbrook&1925
nm9425757&Sarah Holcomb&
nm9425758&Fay Holden&1894
nm9425759&Gloria Holden&1908
nm9425760&Mark Holden&
nm9425761&William Holden&1872
nm9425762&William Holden&1918
nm9425763&Geoffrey Holder&
nm9425764&Heidi Holicker&
nm9425765&Billie Holiday&1915
nm9425766&Anthony Holland&
nm9425767&Judy Holliday&1922
nm9425768&Martha Holliday&
nm9425769&Earl Holliman&1928
nm9425770&Stanley Holloway&1890
nm9425771&Sterling Holloway&1905
nm9425772&Celeste Holm&1919
nm9425773&Ian Holm&1932
nm9425774&Hollye Holmes&
nm9425775&Jennifer Holmes&
nm9425776&Phillips Holmes&1907
nm9425777&Taylor Holmes&1872
nm9425778&Jack Holt&1888
nm9425779&Jennifer Holt&1920
nm9425780&Patrick Holt&1912
nm9425781&Tim Holt&1919
nm9425782&Robert E. Homans&1874
nm9425783&Skip Homeier&1929
nm9425784&Oscar Homolka&
nm9425785&Robert Hooks&1937
nm9425786&Peter Hooten&
nm9425787&Beverly Hope&
nm9425788&Bob Hope&1903
nm9425789&Leslie Hope&
nm9425790&Vida Hope&1918
nm9425791&Anthony Hopkins&1941
nm9425792&Miriam Hopkins&1902
nm9425793&Dennis Hopper&1935
nm9425794&Hedda Hopper&1890
nm9425795&Victoria Hopper&1909
nm9425796&William Hopper&1915
nm9425797&Christiane Hoerbiger&
nm9425798&Paul Hoerbiger&
nm9425799&Michael Hordern&1911
nm9425800&David Horne&1898
nm9425801&Geoffrey Horne&1926
nm9425802&Len Horne&
nm9425803&Lena Horne&1917
nm9425804&Victoria Horne&1920
nm9425805&Lee Horsley&
nm9425806&Edward Everett Horton&1886
nm9425807&Robert Horton&1924
nm9425808&Peter Horton&
nm9425809&Robert Hossein&1927
nm9425810&Harry Houdini&1873
nm9425811&John Houseman&1902
nm9425812&Jerry Houser&
nm9425813&Patrick Houser&
nm9425814&Arthur Housman&1888
nm9425815&Donald Houston&1923
nm9425816&Ren\'ee Houston&1901
nm9425817&Whitney Houston&1960
nm9425818&Arthur Howard&1910
nm9425819&Barbara Howard&
nm9425820&Brie Howard&
nm9425821&Dan Howard&
nm9425822&Clint Howard&
nm9425823&Curly Howard&1906
nm9425824&Esther Howard&1893
nm9425825&John Howard&1913
nm9425826&Kathleen Howard&1879
nm9425827&Ken Howard&1944
nm9425828&Leslie Howard&1890
nm9425829&Mel Howard&
nm9425830&Moe Howard&1895
nm9425831&Ronald Howard&1918
nm9425832&Ron Howard&1953
nm9425833&Shemp Howard&1891
nm9425834&Susan Howard&
nm9425835&Sydney Howard&1884
nm9425836&Trevor Howard&1916
nm9425837&C.Thomas Howell&1967
nm9425838&Cherie Howell&
nm9425839&Frankie Howerd&1921
nm9425840&Bobby Howes&1895
nm9425841&Sally Ann Howes&1930
nm9425842&Arthur Hoyt&1873
nm9425843&John Hoyt&1905
nm9425844&Kelly Hu&
nm9425845&Allan Hubbard&
nm9425846&John Hubbard&
nm9425847&Harold Huber&1904
nm9425848&Season Hubley&
nm9425849&Paul Hubschmid&1917
nm9425850&Cooper Huckabee&
nm9425851&Walter Hudd&1898
nm9425852&David Huddleston&1930
nm9425853&Michael Huddleston&
nm9425854&Bill Hudson&
nm9425855&Ernie Hudson&
nm9425856&Rochelle Hudson&1914
nm9425857&Rock Hudson&1925
nm9425858&Brent Huff&
nm9425859&David Huffman&1945
nm9425860&Barnard Hughes&1915
nm9425861&Kathleen Hughes&1929
nm9425862&Lloyd Hughes&1896
nm9425863&Mary Beth Hughes&1919
nm9425864&Wendy Hughes&
nm9425865&Daniel HughKelly&
nm9425866&Claude Hulbert&1900
nm9425867&Jack Hulbert&1892
nm9425868&Tom Hulce&
nm9425869&Dianne Hull&
nm9425870&Henry Hull&1890
nm9425871&Josephine Hull&1884
nm9425872&Benita Hume&1906
nm9425873&Barry Humphries&
nm9425874&Arthur Hunicutt&1911
nm9425875&Gayle Hunicutt&1942
nm9425876&Jimmy Hunt&
nm9425877&Linda Hunt&
nm9425878&Marsha Hunt&1917
nm9425879&Martita Hunt&1900
nm9425880&Glenn Hunter&1897
nm9425881&Ian Hunter&1900
nm9425882&Jeffrey Hunter&1925
nm9425883&Kaki Hunter&
nm9425884&Kim Hunter&1922
nm9425885&Tab Hunter&1931
nm9425886&Pam Huntington&
nm9425887&Raymond Huntley&1904
nm9425888&Isabelle Huppert&1955
nm9425889&Brandon Hurst&1866
nm9425890&David Hurst&1925
nm9425891&Paul Hurst&1889
nm9425892&Veronica Hurst&1931
nm9425893&Mary Beth Hurt&1948
nm9425894&Tom Hurt&
nm9425895&Ferlin Husky&
nm9425896&Ruth Hussey&1914
nm9425897&John Huston&1906
nm9425898&Walter Huston&1884
nm9425899&David Hucheson&1905
nm9425900&Will Hutchins&1932
nm9425901&Josephine Hutchinson&1898
nm9425902&Harold Huth&1892
nm9425903&Betty Hutton&1921
nm9425904&Jim Hutton&1934
nm9425905&Lauren Hutton&1943
nm9425906&Robert Hutton&1920
nm9425907&Leila Hyams&1905
nm9425908&Wilfred HydeWhite&1903
nm9425909&Martha Hyer&1929
nm9425910&Diana Hyland&1936
nm9425911&Scott Hylands&
nm9425912&Jane Hylton&1926
nm9425913&Warren Hymer&1906
nm9425914&Mike Hynson&
nm9425915&Olaf Hytten&1888
nm9425916&Eric Idle&
nm9425917&James Iglehart&
nm9425918&Iman&1956
nm9425919&A.B. Imenson&
nm9425920&Ralph Ince&1882
nm9425921&Frieda Inescort&1900
nm9425922&Amy Ingersoll&
nm9425923&Rex Ingram&1892
nm9425924&Rex Ingram&1895
nm9425925&Jill Ireland&1936
nm9425926&John Ireland&1914
nm9425927&Michael Ironside&
nm9425928&Robin Irvine&
nm9425929&Amy Irving&1953
nm9425930&Juzo Itami&1934
nm9425931&Manpeii Itami&1976
nm9425932&Zachary Ittimangnaq&
nm9425933&Gregory Itzin&
nm9425934&Rosalind Ivan&1884
nm9425935&Burl Ives&1909
nm9425936&Judith Ivey&
nm9425937&Kereem Abdul Jabar&
nm9425938&Wolfman Jack&
nm9425939&Anne Jackson&1925
nm9425940&Freda Jackson&1909
nm9425941&Glenda Jackson&1937
nm9425942&Gordon Jackson&1923
nm9425943&Jamie Smith Jackson&
nm9425944&Kate Jackson&1950
nm9425945&Michael Jackson&
nm9425946&Selmer Jackson&1888
nm9425947&Sherry Jackson&
nm9425948&Thomas Jackson&1886
nm9425949&Irene Jacob&
nm9425950&Lou Jacobi&1913
nm9425951&Scott Jacoby&1956
nm9425952&Hattie Jacques&1924
nm9425953&Richard Jaeckel&1926
nm9425954&Sam Jaffe&1893
nm9425955&Saeed Jaffrey&
nm9425956&Bianca Jagger&1945
nm9425957&Dean Jagger&1903
nm9425958&Henry Jaglom&
nm9425959&Clifton James&1921
nm9425960&Elizabeth James&
nm9425961&Harry James&1916
nm9425962&Jessica James&
nm9425963&Sid James&1913
nm9425964&Sonny James&
nm9425965&Thomas Jameson&1892
nm9425966&Fr\'ed\'erique Jamet&
nm9425967&Emil Jannings&1881
nm9425968&Horst Janson&
nm9425969&David Janssen&1930
nm9425970&Famke Janssen&
nm9425971&Louis January&
nm9425972&Claude Jarman~jr.&1934
nm9425973&Peter Jason&
nm9425974&Rick Jason&1929
nm9425975&Sybil Jason&1929
nm9425976&Michael Jayston&1936
nm9425977&Gloria Jean&1928
nm9425978&Zizi Jeanmaire&1924
nm9425979&Isabel Jeans&1891
nm9425980&Ursula Jeans&1906
nm9425981&Allan Jeayes&1885
nm9425982&Barbara Jefford&1930
nm9425983&Anne Jeffreys&1923
nm9425984&Lang Jeffries&
nm9425985&Lionel Jeffries&1926
nm9425986&Ian Jenble&
nm9425987&Allen Jenkins&1900
nm9425988&Jackie \'Butch' Jenkins&1937
nm9425989&Megs Jenkins&1917
nm9425990&Frank Jenks&1902
nm9425991&Claudia Jennings&
nm9425992&DeWitt Jennings&1879
nm9425993&Salome Jens&1935
nm9425994&Roy Cameron Jensen&
nm9425995&Roy Jenson&
nm9425996&Mary Jerrold&1877
nm9425997&George Jessel&1898
nm9425998&Patricia Jessel&1920
nm9425999&Isabel Jewell&1913
nm9426000&Ann Jillian&
nm9426001&Zita Johann&1904
nm9426002&David Johansen&
nm9426003&Rosamund John&1913
nm9426004&Glynis Johns&1923
nm9426005&Mervyn Johns&1899
nm9426006&Arte Johnson&1934
nm9426007&Arthur Johnson&1876
nm9426008&Ben Johnson&1920
nm9426009&Celia Johnson&1908
nm9426010&Chic Johnson&1891
nm9426011&Don Johnson&
nm9426012&Glynis Johnson&
nm9426013&Johnny Johnston&
nm9426014&Katie Johnson&1878
nm9426015&Kay Johnson&1904
nm9426016&Laura Johnson&
nm9426017&Lynn-Holly Johnson&
nm9426018&Michelle Johnson&
nm9426019&Noble Johnson&1897
nm9426020&Rafer Johnson&1935
nm9426021&Richard Johnson&1927
nm9426022&Stephen Johnson&
nm9426023&Tor Johnson&
nm9426024&Van Johnson&1916
nm9426025&Jo Johnston&
nm9426026&Margaret Johnston&1917
nm9426027&Oliver Johnston&1888
nm9426028&Al Jolson&1886
nm9426029&Allan Jones&1907
nm9426030&Barry Jones&1893
nm9426031&Buck Jones&1889
nm9426032&Carolyn Jones&1929
nm9426033&Christopher Jones&1941
nm9426034&Dean Jones&1933
nm9426035&Duane Jones&
nm9426036&Emrys Jones&1915
nm9426037&Grace Jones&
nm9426038&Griffith Jones&1910
nm9426039&Hannah Jones&
nm9426040&Henry Jones&1912
nm9426041&James Earl Jones&1931
nm9426042&Jeffrey Jones&
nm9426043&Jennifer Jones&
nm9426044&Jocelyn Jones&
nm9426045&L.Q. Jones&1936
nm9426046&OLan Jones&
nm9426047&Spike Jones&1911
nm9426048&Susan Jones&
nm9426049&Terry Jones&
nm9426050&Samson Jorah&
nm9426051&Bobbie Jordan&1923
nm9426052&Richard Jordan&1938
nm9426053&Christine Jorgenson&
nm9426054&Victor Jory&1902
nm9426055&Jackie Joseph&
nm9426056&Erland Josephson&
nm9426057&Allyn Joslyn&1905
nm9426058&Darwin Joston&
nm9426059&Louis Jourdan&1919
nm9426060&Louis Jouvet&1887
nm9426061&Leatrice Joy&1899
nm9426062&Robert Joy&
nm9426063&Alice Joyce&1889
nm9426064&Brenda Joyce&1918
nm9426065&Peggy Hopkins Joyce&1893
nm9426066&Ashley Judd&1970
nm9426067&Edward Judd&1932
nm9426068&Robert Judd&
nm9426069&Raul Julia&1940
nm9426070&Gordon Jump&
nm9426071&June&
nm9426072&Katy Jurado&1927
nm9426073&Curt Jurgens&1912
nm9426074&Deana Jurgens&
nm9426075&James Robertson Justice&
nm9426076&Gabi Just&
nm9426077&George Justin&
nm9426078&John Justin&1917
nm9426079&Suzanne Kaaren&
nm9426080&Wolf Kahler&
nm9426081&Florence Kahn&
nm9426082&Jonathan Kahn&
nm9426083&Madeleine Kahn&1942
nm9426084&Toni Kalem&
nm9426085&Helen Kallianoites&
nm9426086&Ida Kaminska&
nm9426087&Anna Kanakis&
nm9426088&Steve Kanaly&
nm9426089&Byron Kane&
nm9426090&Carol Kane&1952
nm9426091&Helen Kane&1904
nm9426092&Jimmy Kane&
nm9426093&Michael Kane&
nm9426094&Gabe Kaplan&
nm9426095&Marvin Kaplin&1924
nm9426096&Shashi Kapoor&
nm9426097&Valerie Kaprisky&
nm9426098&Frank Kaquitts&
nm9426099&Anna Karina&1940
nm9426100&John Karlen&1935
nm9426101&Miriam Karlin&1925
nm9426102&Boris Karloff&1887
nm9426103&Roscoe Karns&1893
nm9426104&Alex Karras&1935
nm9426105&Kevin Karson&
nm9426106&Harold Kasket&1916
nm9426107&Peter Kastner&1944
nm9426108&Kurt Kasznar&1913
nm9426109&Kurt Katch&1896
nm9426110&Rosanne Katon&
nm9426111&William Katt&1955
nm9426112&Daniel Kauffman&
nm9426113&Andy Kaufman&
nm9426114&Joseph Kaufmann&
nm9426115&Dorrie Kavanaugh&
nm9426116&Julie Kavner&
nm9426117&Charles Kay&
nm9426118&Diane Kay&
nm9426119&Caren Kaye&
nm9426120&Danny Kaye&1913
nm9426121&Stubby Kaye&1918
nm9426122&Elia Kazan&1909
nm9426123&Lainie Kazan&
nm9426124&James Keach&
nm9426125&Robert Emmett Keane&1883
nm9426126&Buster Keaton&1895
nm9426127&Diane Keaton&1949
nm9426128&Michael Keaton&1952
nm9426129&Steven Keats&1945
nm9426130&Lila Kedrova&1918
nm9426131&Howard Keel&1917
nm9426132&Ruby Keeler&1909
nm9426133&Geoffrey Keen&1916
nm9426134&Malcolm Keen&1888
nm9426135&Tom Keene&1896
nm9426136&Jack Kehoe&
nm9426137&Kishi Keiko&
nm9426138&Andrew Keir&1926
nm9426139&Harvey Keitel&1947
nm9426140&Brian Keith&1921
nm9426141&David Keith&
nm9426142&Ian Keith&1899
nm9426143&Robert Keith&1896
nm9426144&Cecil Kellaway&1891
nm9426145&Dorothy Keller&
nm9426146&Helen Keller&1881
nm9426147&Annette Kellerman&1888
nm9426148&Sally Kellerman&1941
nm9426149&Susan Kellerman&
nm9426150&DeForest Kelley&1920
nm9426151&Mike Kellin&1922
nm9426152&Emmett Kelly&1895
nm9426153&Fred Kelly&
nm9426154&Gene Kelly&1912
nm9426155&Grace Kelly&1928
nm9426156&Jeanette Kelly&
nm9426157&Jim Kelly&
nm9426158&Moira Kelly&1969
nm9426159&Nancy Kelly&1921
nm9426160&Patsy Kelly&1910
nm9426161&Paul Kelly&1899
nm9426162&Paula Kelly&
nm9426163&Sharon Kelly&
nm9426164&Tommy Kelly&1928
nm9426165&Moultrie Kelsall&1901
nm9426166&Fred Kelsey&1884
nm9426167&Pert Kelton&1907
nm9426168&Jeremy Kemp&1934
nm9426169&Martin Kemp&1961
nm9426170&Rachel Kempson&
nm9426171&Joan KempWelch&1906
nm9426172&Takakura Ken&
nm9426173&Cyrus O. Kendall&1898
nm9426174&Henry Kendall&1887
nm9426175&Kay Kendall&1926
nm9426176&Suzy Kendall&1943
nm9426177&Tony Kendall&
nm9426178&Alexa Kenin&
nm9426179&Arthur Kennedy&1914
nm9426180&Douglas Kennedy&1915
nm9426181&Edgar Kennedy&1890
nm9426182&Gerard Kennedy&
nm9426183&Jayne Kennedy&
nm9426184&Merna Kennedy&1908
nm9426185&Leon Isaac Kennedy&
nm9426186&James Kenney&1930
nm9426187&Sean Kenney&
nm9426188&Jill Kennington&
nm9426189&Patsy Kensit&1969
nm9426190&Dorothea Kent&
nm9426191&Jean Kent&1921
nm9426192&Keneth Kent&1882
nm9426193&Doris Kenyon&
nm9426194&Bill Kerr&
nm9426195&Deborah Kerr&1921
nm9426196&J. Herbert Kerr~jr.&
nm9426197&John Kerr&1931
nm9426198&Linda Kerridge&
nm9426199&J. M. Kerrigan&1885
nm9426200&Norman Kerry&1889
nm9426201&Kathy Kersh&
nm9426202&Brian Kerwin&
nm9426203&Lance Kerwin&
nm9426204&Jillian Kessner&
nm9426205&Sara Kestelman&
nm9426206&Evelyn Keyes&1919
nm9426207&Mark Keyloun&
nm9426208&Persis Khambatta&1950
nm9426209&Chaka Khan&
nm9426210&Guy Kibbee&1882
nm9426211&Michael Kidd&
nm9426212&Dead End Kids&
nm9426213&East Side Kids&
nm9426214&Richard Kiel&1939
nm9426215&Wolfgang Kieling&1924
nm9426216&Percy Kilbride&1888
nm9426217&Terry Kilburn&1926
nm9426218&Richard Kiley&1922
nm9426219&Victor Kilian&1897
nm9426220&Stanley Kim&1921
nm9426221&Bruce Kimmel&
nm9426222&Anthony Kimmins&1901
nm9426223&Stephen Kinanju&
nm9426224&Adrienne King&
nm9426225&Alan King&1924
nm9426226&Andrea King&1915
nm9426227&Anita King&1889
nm9426228&Bernard King&
nm9426229&Charles King&1889
nm9426230&Charles King&1899
nm9426231&Mabel King&
nm9426232&Pamela King&
nm9426233&Perry King&1948
nm9426234&Stephen King&1940
nm9426235&Walter Woolf King&1899
nm9426236&Zalman King&
nm9426237&Walter Kingsford&1882
nm9426238&Ben Kingsley&1944
nm9426239&Melinda Kinnaman&
nm9426240&Roy Kinnear&1934
nm9426241&Leonid Kinskey&1903
nm9426242&Klaus Kinski&1926
nm9426243&Nastassia Kinsky&1959
nm9426244&Lee Kinsolving&1938
nm9426245&Bruno Kirby&
nm9426246&Phyllis Kirk&1926
nm9426247&Tommy Kirk&1941
nm9426248&Al Kirkeby&
nm9426249&Sally Kirkland&
nm9426250&James Kirkwood&
nm9426251&Oreste Kirkop&
nm9426252&Terry Kiser&
nm9426253&Tawny Kitaen&
nm9426254&Michael Kitchen&
nm9426255&Eartha Kitt&1928
nm9426256&John Kitzmiller&1913
nm9426257&Alf Kjellin&1920
nm9426258&Bodil Kjer&
nm9426259&Robert Klein&
nm9426260&Rudolf KleinRogge&1888
nm9426261&Werner Klemperer&1919
nm9426262&Kevin Kline&
nm9426263&Val Kline&
nm9426264&Debra Klose&
nm9426265&Jack Klugman&1922
nm9426266&Evelyn Knapp&1908
nm9426267&David Knell&
nm9426268&Evel Knievel&
nm9426269&David Knight&1927
nm9426270&Esmond Knight&1906
nm9426271&Sandra Knight&
nm9426272&Shirley Knight&1937
nm9426273&Ted Knight&
nm9426274&Don Knotts&1924
nm9426275&Patric Knowles&1911
nm9426276&Alexander Knox&1907
nm9426277&Walter Koenig&
nm9426278&Fred Kohler sr.&1889
nm9426279&Clarence Kolb&1874
nm9426280&Henry Kolker&1874
nm9426281&Anna Konstam&
nm9426282&Phyllis Konstam&1907
nm9426283&Leopoldine Konstatin&
nm9426284&Keystone Kops&
nm9426285&Miliza Korjus&1908
nm9426286&Harvey Korman&1927
nm9426287&Charlie Korsmo&
nm9426288&Fritz Kortner&1892
nm9426289&Charles Korvin&1907
nm9426290&Sylva Koscina&1935
nm9426291&Martin Kosleck&1907
nm9426292&Linda Koslowski)&
nm9426293&David Kossoff&1919
nm9426294&Sho Kosugi&
nm9426295&Yaphet Kotto&1937
nm9426296&Nancy Kovack&1935
nm9426297&Jeroen Krabbe&
nm9426298&Ernie Kovacs&1919
nm9426299&Jeffrey Kramer&
nm9426300&Werner Krauss&1884
nm9426301&Kurt Kreuger&1917
nm9426302&Lisa Kreuzer&
nm9426303&Anneline Kriel&
nm9426304&Alice Krige&
nm9426305&Sylvia Kristel&1952
nm9426306&Marta Kristen&
nm9426307&Joseph Kroner&
nm9426308&Alma Kruger&1868
nm9426309&Hardy Kruger&1928
nm9426310&Otto Kruger&1885
nm9426311&Gene Krupa&
nm9426312&Jack Kruschen&1922
nm9426313&Vivian Kubrick&
nm9426314&Youki Kudoh&1971
nm9426315&Paul Kukas&
nm9426316&Nancy Kulp&1919
nm9426317&Cal Kuniholme&
nm9426318&Alwyn Kurts&
nm9426319&Katy Kurtzman&
nm9426320&James Kushner&
nm9426321&Nancy Kwan&1938
nm9426322&Sam Kydd&1917
nm9426323&Machiko Kyo&1924
nm9426324&Kay Kyser&1897
nm9426325&David Labiosa&
nm9426326&Catherine Lacey&1904
nm9426327&Ronald Lacey&
nm9426328&Taylor Lacher&
nm9426329&Stephen Lack&
nm9426330&Frank Lackteen&1894
nm9426331&Denis Lacroix&
nm9426332&Jerry Lacy&
nm9426333&Alan Ladd&1913
nm9426334&Cheryl Ladd&1951
nm9426335&David Ladd&
nm9426336&Diane Ladd&1932
nm9426337&Patricia Laffan&1919
nm9426338&Marcy Lafferty&
nm9426339&Bert Lahr&1895
nm9426340&Christine Lahti&
nm9426341&Gary Lahti&
nm9426342&Frankie Laine&1913
nm9426343&Jenny Laird&1917
nm9426344&Arthur Lake&1905
nm9426345&Veronica Lake&1919
nm9426346&Barbara LaMarr&1896
nm9426347&Hedy Lamarr&1913
nm9426348&Fernando Lamas&1915
nm9426349&Lorenzo Lamas&
nm9426350&Gil Lamb&1906
nm9426351&Christopher Lambert&
nm9426352&Constant Lambert&1905
nm9426353&Jack Lambert&1899
nm9426354&Jack Lambert&1920
nm9426355&Paul Lambert&
nm9426356&Heath Lamberts&
nm9426357&Lloyd Lamble&1914
nm9426358&Duncan Lamont&1918
nm9426359&Molly Lamont&
nm9426360&Dorothy Lamour&1914
nm9426361&Charles Lampkin&
nm9426362&Burt Lancaster&1913
nm9426363&Karl Lanchbury&
nm9426364&Elsa Lanchester&1902
nm9426365&Geoffrey Land&
nm9426366&David Landau&1878
nm9426367&Martin Landau&1933
nm9426368&Judy Landers&
nm9426369&Elissa Landi&1904
nm9426370&Marla Landi&1937
nm9426371&Carole Landis&1919
nm9426372&Cullen Landis&1896
nm9426373&Jessie Royce Landis&1904
nm9426374&Laurene Landon&
nm9426375&Michael Landon&1937
nm9426376&Valerie Landsburg&
nm9426377&Abbe Lane&
nm9426378&Allan \'Rocky' Lane&1901
nm9426379&Charles Lane&1899
nm9426380&Jocelyn Lane&
nm9426381&Lola Lane&1909
nm9426382&Lupino Lane&1892
nm9426383&Kent Lane&
nm9426384&Mike Lane&
nm9426385&Priscilla Lane&1917
nm9426386&Rosemary Lane&1913
nm9426387&Richard Lane&1900
nm9426388&Rusty Lane&
nm9426389&Tom Lane&
nm9426390&Matheson Lang&1879
nm9426391&Perry Lang&
nm9426392&Robert Lang&1934
nm9426393&Glenn Langan&1917
nm9426394&Harry Langdon&1884
nm9426395&Michael Langdon&
nm9426396&Sue Ane Langdon&1940
nm9426397&Hope Lange&1931
nm9426398&Frank Langella&1940
nm9426399&Frances Langford&1914
nm9426400&Lillie Langtry&1853
nm9426401&Angela Lansbury&1925
nm9426402&Joi Lansing&1928
nm9426403&Robert Lansing&1929
nm9426404&Mario Lanza&1921
nm9426405&Laurie Lapinski&
nm9426406&Laura LaPlante&1904
nm9426407&Jane Lapotaire&1941
nm9426408&Rod LaRocque&1896
nm9426409&Erik Larsen&
nm9426410&Ham Larsen&
nm9426411&Keith Larsen&1925
nm9426412&Wolf Larson&1959
nm9426413&Jack LaRue&1927
nm9426414&Sidney Lassick&
nm9426415&Lassie&
nm9426416&Louise Latham&
nm9426417&Queen Latifah&
nm9426418&Frank Latimore&
nm9426419&Matt Lattanzi&
nm9426420&Lyle Lattel&
nm9426421&Ellen Hamilton Latzen&
nm9426422&Chester Lauck&1902
nm9426423&Tom Laughlin&1938
nm9426424&Charles Laughton&1899
nm9426425&Cyndi Lauper&1953
nm9426426&Carol Laure&
nm9426427&Stan Laurel&1890
nm9426428&Laurel and Hardy&
nm9426429&John Laurie&
nm9426430&Piper Laurie&1932
nm9426431&Ed Lauter&1940
nm9426432&Harry Lauter&1920
nm9426433&Daliah Lavi&1940
nm9426434&Peter Lawford&1923
nm9426435&Jody Lawrence&1930
nm9426436&Adam Lawrence&
nm9426437&Barbara Lawrence&1928
nm9426438&Bruno Lawrence&
nm9426439&Delphi Lawrence&1927
nm9426440&Florence Lawrence&1886
nm9426441&Gertrude Lawrence&1898
nm9426442&Marc Lawrence&1910
nm9426443&Steve Lawrence&
nm9426444&Leigh Lawson&1944
nm9426445&Wilfrid Lawson&1900
nm9426446&Frank Lawton&1904
nm9426447&George Lazenby&1939
nm9426448&Robin Leach&
nm9426449&Rosemary Leach&
nm9426450&Zarah Leander&1907
nm9426451&Michael Learned&1939
nm9426452&Denis Leary&1958
